,City,Latitude,Longitute,Max Temperature,Humidity,Cloudiness,Wind Speed,County,Date
278,Ergani,38.27,39.76,68.0,42,0,4.7,TR,1595213175
279,Sayyan,15.17,44.32,62.4,53,60,5.06,YE,1595213175
280,Santa Rosalía,27.32,-112.28,87.57,52,29,1.92,MX,1595213106
281,Nāgamangala,12.82,76.76,75.2,94,75,4.34,IN,1595213175
282,Broome,42.25,-75.83,71.01,88,1,5.82,US,1595213175
283,Helong,42.54,129.0,67.14,89,100,2.77,CN,1595213175
284,Wanaka,-44.7,169.15,43.7,84,100,2.77,NZ,1595213175
285,Fort-Shevchenko,44.51,50.26,87.03,38,0,15.39,KZ,1595213175
286,Guerrero Negro,27.98,-114.06,69.37,82,0,13.24,MX,1595212961
287,Astrea,9.5,-73.98,76.78,95,70,5.14,CO,1595213175
288,Ormara,25.21,64.64,86.04,80,64,12.41,PK,1595213176
289,Keuruu,62.27,24.7,62.6,88,100,4.7,FI,1595213176
290,Kahului,20.89,-156.47,87.8,52,1,24.16,US,1595213176
291,Tibú,8.64,-72.74,75.69,94,100,1.52,CO,1595213176
292,Kuching,1.55,110.33,84.2,79,40,4.7,MY,1595213176
293,Kloulklubed,7.04,134.26,87.8,70,75,5.82,PW,1595213176
294,Zaranj,30.97,61.88,87.8,19,0,33.33,AF,1595213176
295,Zhangzhou,24.51,117.66,91.4,63,20,11.18,CN,1595213176
296,Darnah,32.77,22.64,74.57,76,0,15.9,LY,1595213176
297,Cockburn Town,21.46,-71.14,83.55,78,97,21.41,TC,1595213177
298,Nerópolis,-16.41,-49.22,64.4,72,16,5.64,BR,1595213178
299,Kanniyākumāri,8.08,77.57,81.57,78,72,12.5,IN,1595213178
300,Mikumi,-7.4,36.98,59.59,89,27,2.15,TZ,1595213178
301,Nova Olinda do Norte,-3.89,-59.09,76.08,72,9,1.54,BR,1595213148
302,Ladário,-19.0,-57.6,71.19,50,0,0.98,BR,1595213178
303,Ilulissat,69.22,-51.1,50.0,57,37,2.24,GL,1595213178
304,Ovsyanka,55.96,92.55,64.4,68,70,6.71,RU,1595213178
305,Nacozari,25.34,-108.26,84.99,81,100,4.0,MX,1595213178
306,Dubuque,42.48,-90.87,69.8,83,1,4.7,US,1595213179
307,Rochester,43.15,-77.62,80.01,83,75,10.29,US,1595213179
308,Sitka,57.05,-135.33,57.2,93,90,3.71,US,1595213179
309,Puerto Madero,14.72,-92.42,80.6,94,75,6.06,MX,1595213179
310,Yumen,40.28,97.2,86.59,13,38,7.27,CN,1595213179
311,Rioblanco,3.53,-75.68,61.63,81,100,4.0,CO,1595213179
312,Pātrasāer,23.22,87.52,84.9,77,100,8.95,IN,1595213179
313,Adrar,20.5,-10.07,90.59,27,23,7.92,MR,1595213179
314,Clarence Town,-32.58,151.78,66.0,27,0,12.75,AU,1595213180
315,Saint-François,46.42,3.91,57.2,82,9,1.12,FR,1595213180
316,São João da Barra,-21.64,-41.05,70.61,87,43,10.74,BR,1595213180
317,Mount Isa,-20.73,139.5,75.2,15,76,12.75,AU,1595213180
318,Hasaki,35.73,140.83,86.0,78,75,8.05,JP,1595213180
319,Muisne,0.6,-80.03,73.65,88,94,10.78,EC,1595213181
320,Kabare,-2.47,28.82,57.07,73,26,0.85,CD,1595213181
321,Sawākin,19.11,37.33,86.72,48,50,2.06,SD,1595213181
322,Birjand,32.87,59.22,75.2,14,0,9.17,IR,1595213181
323,Zinder,13.81,8.99,83.14,55,0,15.55,NE,1595213181
324,Muros,42.78,-9.06,66.0,80,3,8.99,ES,1595213181
325,Searcy,35.25,-91.74,81.0,88,1,3.36,US,1595213181
326,Gweta,-20.18,25.23,48.45,50,0,7.58,BW,1595213181
327,Oranjemund,-28.55,16.43,61.47,34,0,4.54,NA,1595213181
328,Chernyshkovskiy,48.42,42.23,67.06,65,23,8.55,RU,1595213181
329,Langsa,4.47,97.97,90.68,57,58,1.43,ID,1595213141
330,Conakry,9.54,-13.68,77.81,86,100,11.99,GN,1595213182
331,Hay River,60.82,-115.8,62.6,72,75,8.05,CA,1595213182
332,Yen Bai,21.7,104.87,87.96,69,100,2.13,VN,1595213182
333,Krasnosel'kup,65.7,82.47,60.15,62,100,16.75,RU,1595213182
334,Cherskiy,68.75,161.3,74.59,35,0,3.29,RU,1595213182
335,Roald,62.58,6.13,52.0,87,59,8.05,NO,1595213182
336,Erdaojiang,41.78,126.03,69.24,88,100,2.04,CN,1595213182
337,Magadan,59.57,150.8,61.2,61,7,8.1,RU,1595213182
338,Distracción,10.9,-72.89,76.3,88,77,3.47,CO,1595213182
339,Talnakh,69.49,88.4,53.6,62,39,15.66,RU,1595213182
340,Shar,49.59,81.05,73.83,48,75,6.4,KZ,1595213182
341,Kropotkin,45.44,40.58,70.75,63,1,4.03,RU,1595213183
342,Plettenberg Bay,-34.05,23.37,56.64,59,0,4.88,ZA,1595213183
343,Rabo de Peixe,37.8,-25.58,68.0,72,75,8.05,PT,1595213183
344,Coelho Neto,-4.26,-43.01,76.44,64,70,0.58,BR,1595213183
345,Hualmay,-11.1,-77.61,59.7,84,67,7.43,PE,1595213183
346,Katsuura,35.13,140.3,88.0,83,75,6.93,JP,1595213183
347,Tingi,-11.3,35.03,52.11,78,11,7.7,TZ,1595213183
348,Wānkāner,22.62,70.93,84.99,10,18,16.15,IN,1595213169
349,Lompoc,34.64,-120.46,64.4,72,0,12.75,US,1595213183
350,Auki,-8.77,160.7,83.14,77,21,5.32,SB,1595213183
351,Jutaí,-5.18,-68.9,72.73,96,1,0.87,BR,1595213183
352,Pierreville,46.07,-72.81,80.6,74,1,12.75,CA,1595213184
353,Saint-Joseph,-21.37,55.62,60.8,67,75,5.82,RE,1595213184
354,Santa Cruz Cabrália,-16.28,-39.02,69.8,94,75,5.82,BR,1595213184
355,Avera,33.19,-82.53,84.2,70,1,3.36,US,1595213184
356,Rawson,-43.3,-65.1,42.8,100,90,4.7,AR,1595212964
357,Władysławowo,54.79,18.4,64.99,93,25,1.12,PL,1595213184
358,Piteå,65.32,21.48,60.8,93,99,5.82,SE,1595213184
359,Deputatsky,69.3,139.9,64.92,56,100,4.59,RU,1595213184
360,Mauá,-23.67,-46.46,64.4,68,0,2.24,BR,1595213184
361,Acton,51.51,-0.28,55.0,71,0,3.36,GB,1595213184
362,Yangi Marg`ilon,40.43,71.72,78.8,34,0,2.24,UZ,1595213184
363,Semnan,35.57,53.4,82.63,19,0,5.57,IR,1595213184
364,Comodoro Rivadavia,-45.87,-67.5,42.8,87,90,11.41,AR,1595213101
365,Puqi,29.72,113.88,81.19,75,86,3.29,CN,1595213185
366,Tuatapere,-46.13,167.68,47.91,92,100,5.7,NZ,1595213185
367,Raduzhny,62.1,77.47,56.43,86,100,18.3,RU,1595213185
368,Panalingaan,8.78,117.42,87.64,63,99,2.82,PH,1595213185
369,Mahajanga,-15.72,46.32,68.0,56,20,9.17,MG,1595213000
370,Los Llanos de Aridane,28.66,-17.92,79.0,88,0,18.34,ES,1595213185
371,Anadyr,64.75,177.48,53.6,66,2,13.42,RU,1595213185
372,Tezu,27.92,96.17,74.35,87,100,4.23,IN,1595213185
373,Provideniya,64.38,-173.3,50.0,71,90,13.42,RU,1595213185
374,San Andrés,12.58,-81.7,84.2,74,40,11.41,CO,1595213100
375,Mackay,-21.15,149.2,77.0,68,90,10.29,AU,1595213185
376,Nanyamba,-10.68,39.83,60.82,95,64,5.64,TZ,1595213186
377,Necochea,-38.55,-58.74,52.0,96,93,7.0,AR,1595213186
378,Mabamba,-3.6,30.5,59.77,61,59,4.14,TZ,1595213186
379,Kieta,-6.22,155.63,84.49,72,8,7.9,PG,1595213186
380,Conceição do Araguaia,-8.26,-49.26,75.2,60,0,3.36,BR,1595213186
381,Stromness,58.97,-3.3,50.0,100,55,1.12,GB,1595213186
382,The Pas,53.83,-101.25,71.6,53,1,2.24,CA,1595213186
383,Ambilobe,-13.2,49.05,64.72,68,4,5.26,MG,1595213186
384,Rudnya,54.95,31.09,56.23,90,32,3.02,RU,1595213186
385,Villa Bruzual,9.33,-69.12,73.58,94,100,1.01,VE,1595213186
386,General Roca,-39.03,-67.58,44.6,93,100,5.39,AR,1595213186
387,Brae,60.4,-1.35,50.0,93,80,6.93,GB,1595213027
388,Abu Samrah,35.3,37.18,71.53,44,0,3.56,SY,1595213187
389,Zhalantun,48.0,122.72,79.39,25,0,7.81,CN,1595213188
390,Waterloo,43.47,-80.52,75.2,88,90,13.87,CA,1595212962
391,Sulangan,11.14,123.72,84.16,68,84,3.94,PH,1595213188
392,Okha,53.57,142.95,57.9,82,76,14.18,RU,1595213188
393,Humaitá,-7.51,-63.02,77.59,70,16,1.05,BR,1595213188
394,Laas,46.62,10.7,39.2,100,85,3.36,IT,1595213188
395,Zhigansk,66.77,123.37,63.0,69,100,3.51,RU,1595213188
396,Mponela,-13.53,33.74,51.01,90,5,7.0,MW,1595213188
397,Fort Morgan,40.25,-103.8,69.8,60,1,8.05,US,1595213188
398,Kitgum,3.28,32.89,62.6,93,47,4.68,UG,1595213188
399,Río Gallegos,-51.62,-69.22,32.0,89,75,4.7,AR,1595213188
400,Ahipara,-35.17,173.17,61.72,84,99,3.91,NZ,1595213188
401,Huangzhai,38.08,112.66,77.0,53,0,6.71,CN,1595213189
402,Teseney,15.11,36.66,73.4,81,100,12.1,ER,1595213127
403,Menongue,-14.66,17.69,41.76,76,0,2.93,AO,1595213189
404,‘Ewa Beach,21.32,-158.01,86.0,62,75,9.17,US,1595213030
405,Navahrudak,53.6,25.83,55.58,91,95,3.2,BY,1595213189
406,Amapá,1.0,-52.0,70.57,97,68,1.86,BR,1595213189
407,Cam Ranh,11.92,109.16,89.6,70,20,6.93,VN,1595213189
408,Province of Brindisi,40.58,17.67,69.01,77,0,6.93,IT,1595213189
409,Mimongo,-1.62,11.61,67.86,94,88,3.27,GA,1595213189
410,Boa Vista,2.82,-60.67,78.8,83,40,2.24,BR,1595213047
411,Matara,5.95,80.54,82.69,74,99,7.61,LK,1595213190
412,Inuvik,68.35,-133.72,51.8,66,75,3.36,CA,1595213182
413,Bernalillo,35.05,-106.67,82.99,41,75,23.04,US,1595213190
414,Koungou,-12.73,45.2,77.0,69,90,19.46,YT,1595213190
415,Kathmandu,27.72,85.32,69.8,100,90,4.7,NP,1595212993
416,Bubaque,11.28,-15.83,79.18,85,100,15.61,GW,1595213190
417,Makat,47.65,53.35,86.25,28,0,4.36,KZ,1595213190
418,Loandjili,-4.76,11.86,70.43,92,30,2.28,CG,1595213191
419,Pfullingen,48.46,9.23,60.01,79,3,3.49,DE,1595213191
420,Yantzaza,-3.83,-78.76,65.34,77,78,0.89,EC,1595213191
421,Grindavik,63.84,-22.43,46.4,87,75,3.36,IS,1595213192
422,Pamanukan,-6.28,107.81,90.18,49,33,5.01,ID,1595213192
423,Marfino,55.7,37.38,63.0,93,50,2.24,RU,1595213192
424,Tanete,-3.94,119.78,86.5,60,7,13.35,ID,1595213192
425,Sena Madureira,-9.07,-68.66,77.63,68,89,1.07,BR,1595213192
426,Grand Junction,39.06,-108.55,89.6,14,1,13.87,US,1595213156
427,Prince George,53.92,-122.75,73.0,46,20,9.17,CA,1595212955
428,Bud,39.45,-86.18,71.6,83,90,3.36,US,1595213193
429,Imbituba,-28.24,-48.67,66.2,93,40,11.41,BR,1595213162
430,Gilgit,35.92,74.31,79.32,29,21,0.83,PK,1595213193
431,Paphos,34.77,32.42,69.8,68,0,8.05,CY,1595213193
432,Burns Lake,54.23,-125.75,68.67,51,25,4.92,CA,1595213193
433,Våler,60.68,11.83,55.4,93,75,4.7,NO,1595213193
434,San Juan,-31.54,-68.54,54.16,55,0,12.53,AR,1595213135
435,Ostrovnoy,68.05,39.51,63.95,64,12,14.2,RU,1595213193
436,Glendive,47.11,-104.71,73.4,43,1,8.05,US,1595213194
437,Kruisfontein,-34.0,24.73,52.57,40,0,7.02,ZA,1595213194
438,Vytegra,61.01,36.45,59.31,67,0,2.42,RU,1595213194
439,Helena,46.59,-112.04,82.4,21,1,12.75,US,1595213194
440,Coos Bay,43.37,-124.22,69.01,93,90,25.28,US,1595213194
441,Coralville,41.68,-91.58,72.0,78,1,5.32,US,1595213194
442,Fuzhou,26.06,119.31,91.4,63,99,13.42,CN,1595213194
443,Āsasa,7.1,39.2,50.11,84,73,1.9,ET,1595213194
444,Nanortalik,60.14,-45.24,45.84,74,20,4.79,GL,1595213195
445,Tagusao,9.19,117.81,86.97,64,100,2.35,PH,1595213195
446,Aksu,41.12,80.26,78.31,37,54,7.63,CN,1595213195
447,Hinton,53.4,-117.59,62.31,59,24,4.61,CA,1595213196
448,Jaru,-10.44,-62.47,76.8,58,32,1.5,BR,1595213196
449,Merauke,-8.47,140.33,80.58,76,93,12.95,ID,1595213196
450,Jatai,-17.88,-51.71,64.06,47,0,6.02,BR,1595213196
451,Kupang,-10.17,123.58,87.8,38,20,14.99,ID,1595213196
452,Freeport,40.66,-73.58,80.01,83,1,11.41,US,1595213004
453,Asău,46.43,26.4,63.0,100,100,5.82,RO,1595213196
454,Arrondissement du Havre,49.58,0.33,60.8,87,63,9.17,FR,1595213197
455,Ayr,55.46,-4.63,53.6,76,75,6.93,GB,1595213197
456,Laguna,38.42,-121.42,80.6,39,1,9.17,US,1595213197
457,Yerbogachën,61.28,108.01,62.47,54,93,3.94,RU,1595213197
458,Terråk,65.09,12.37,53.6,93,100,4.7,NO,1595213197
459,Constitución,-35.33,-72.42,51.94,89,12,7.16,CL,1595213197
460,Foumban,5.73,10.9,62.62,100,99,1.68,CM,1595213197
461,Martinsville,36.69,-79.87,78.01,93,15,4.63,US,1595213197
462,Borovskoy,53.8,64.15,76.41,72,22,5.73,KZ,1595213197
463,Gryazovets,58.88,40.25,58.71,95,93,5.21,RU,1595213199
464,Heraclea,37.51,34.05,70.65,54,0,1.07,TR,1595213199
465,Kharan,28.58,65.42,86.72,56,46,12.28,PK,1595213199
466,Tuni,17.35,82.55,84.69,76,100,5.48,IN,1595213199
467,Hambantota,6.12,81.12,78.8,100,90,5.82,LK,1595213199
468,Letka,59.6,49.42,61.32,72,57,9.91,RU,1595213199
469,Imeni Poliny Osipenko,52.42,136.49,80.82,62,90,6.22,RU,1595213199
470,Argelia,2.26,-77.25,65.28,77,100,0.4,CO,1595213199
471,Ngunguru,-35.62,174.5,64.0,3,3,3.0,NZ,1595213199
472,Peddāpuram,17.08,82.13,84.2,83,40,10.29,IN,1595213199
473,Calvinia,-31.47,19.78,49.51,43,0,6.93,ZA,1595213199
474,Kitzingen,49.73,10.17,61.0,100,1,3.6,DE,1595213200
475,Pontes e Lacerda,-15.23,-59.34,72.97,52,0,3.09,BR,1595213200
476,Benghazi,32.12,20.07,75.25,78,0,12.33,LY,1595213200
477,College,64.86,-147.8,73.4,53,75,6.93,US,1595213200
478,Kimbe,-5.55,150.14,90.68,54,8,3.56,PG,1595213200
479,Rochegda,62.8,43.25,61.14,70,0,2.91,RU,1595213200
480,Port Hedland,-20.32,118.57,75.2,38,34,16.11,AU,1595213175
481,Valley City,46.92,-98.0,64.4,93,1,3.36,US,1595213104
482,Orvault,47.27,-1.62,60.8,87,45,6.93,FR,1595213200
483,Socorro,31.65,-106.3,91.4,24,90,12.75,US,1595213200
484,Umluj,25.02,37.27,84.79,46,0,9.57,SA,1595213200
485,San Patricio,19.22,-104.7,82.4,83,75,6.93,MX,1595213200
486,Alta Floresta,-9.88,-56.09,71.65,55,5,4.21,BR,1595213200
487,Soyo,-6.13,12.37,71.67,90,62,3.78,AO,1595213201
488,Shuiji,27.42,118.34,92.84,52,100,5.82,CN,1595213201
489,Manzhouli,49.6,117.43,62.71,51,0,17.74,CN,1595213201
490,Boende,-0.22,20.87,70.29,81,93,0.27,CD,1595213201
491,Erzin,36.96,36.2,79.0,84,0,0.98,TR,1595213201
492,Lærdal,61.1,7.48,42.01,81,32,1.01,NO,1595213201
493,Mandera,3.94,41.87,74.53,61,71,14.05,KE,1595213201
494,Santa Vitória do Palmar,-33.52,-53.37,66.56,87,99,6.93,BR,1595213201
495,Troitskoye,52.98,84.68,71.28,63,74,5.32,RU,1595213201
496,Dunedin,-45.87,170.5,48.0,83,100,1.99,NZ,1595213084
497,Tautira,-17.73,-149.15,82.4,69,75,6.93,PF,1595213201
498,Maningrida,-12.07,134.27,81.84,46,0,12.68,AU,1595213202
499,Dingle,11.0,122.67,87.67,66,91,5.84,PH,1595213202
500,Luleå,65.58,22.15,60.8,93,100,5.82,SE,1595213202
501,Shingū,33.73,135.98,82.4,78,75,2.24,JP,1595213202
502,Ryōtsu-minato,38.08,138.43,80.6,78,100,4.7,JP,1595213202
503,Isiro,2.77,27.62,65.46,98,91,1.19,CD,1595213202
504,Haapiti,-17.57,-149.87,82.4,69,75,6.93,PF,1595213202
505,Mossamedes,-15.2,12.15,67.51,60,24,5.86,AO,1595213202
506,Mrakovo,52.72,56.62,66.4,83,15,5.1,RU,1595213203
507,Belmonte,-15.86,-38.88,69.8,94,75,5.82,BR,1595213203
508,Saint Lawrence,36.06,14.2,73.99,83,20,4.7,MT,1595213203
509,Ketchikan,55.34,-131.65,60.8,82,90,9.17,US,1595213205
510,Umm Kaddadah,13.6,26.69,78.8,65,100,11.88,SD,1595213205
511,Moerai,-22.43,-151.33,70.16,66,48,16.42,PF,1595213205
512,Rosario,-32.95,-60.64,59.0,93,90,9.17,AR,1595213205
513,Newport,51.59,-3.0,53.01,83,0,9.15,GB,1595213205
514,Goderich,43.75,-81.72,75.0,85,7,18.86,CA,1595213205
515,Front Royal,38.92,-78.19,84.0,65,1,4.7,US,1595213205
516,Manicoré,-5.81,-61.3,75.2,100,64,1.16,BR,1595213205
517,Bilibino,68.05,166.44,73.29,26,0,1.74,RU,1595213205
518,Theunissen,-28.41,26.7,39.49,53,0,7.94,ZA,1595213205
519,Nanlong,31.35,106.06,82.2,68,100,5.08,CN,1595213205
520,Kavaratti,10.57,72.64,81.37,80,100,13.38,IN,1595213206
521,Mukhen,48.1,136.1,89.28,55,100,1.43,RU,1595213206
522,Mikuni,36.22,136.15,86.0,70,75,6.93,JP,1595213206
523,Laibin,23.7,109.27,88.11,70,100,10.67,CN,1595213206
524,Balma,43.61,1.5,70.0,60,0,3.36,FR,1595213206
525,Tanabe,33.73,135.37,82.4,78,75,2.24,JP,1595213206
526,Kyra,49.58,111.98,60.96,47,1,13.58,RU,1595213206
527,Kamaishi,39.27,141.88,80.6,69,40,4.7,JP,1595213206
528,Sorong,-0.88,131.25,82.42,77,0,3.87,ID,1595213207
529,Mt. Pleasant,32.79,-79.86,84.2,78,40,4.7,US,1595213137
530,Saint George,37.1,-113.58,102.2,9,1,12.75,US,1595213207
531,Kilindoni,-7.91,39.67,76.1,74,4,21.43,TZ,1595213207
532,Juneau,58.3,-134.42,57.0,93,90,13.87,US,1595213207
533,Noumea,-22.28,166.46,75.2,53,20,9.17,NC,1595213007
534,Jagatsinghapur,20.27,86.17,86.0,84,75,11.41,IN,1595213207
535,Jiuquan,39.74,98.52,85.53,13,86,4.63,CN,1595213207
536,Kotka,60.47,26.95,63.0,88,3,1.12,FI,1595213207
537,Panguipulli,-39.63,-72.33,46.4,100,37,4.03,CL,1595212998
538,Xiongyue,40.18,122.12,77.99,59,19,10.16,CN,1595213207
539,Delta,5.5,6.0,73.81,95,100,2.75,NG,1595212958
540,Meulaboh,4.14,96.13,84.92,69,53,2.44,ID,1595213208
541,Ust-Kuyga,70.02,135.6,72.7,51,95,2.39,RU,1595213208
542,Kavieng,-2.57,150.8,85.84,66,1,9.06,PG,1595213208
543,Masuda,34.67,131.85,89.6,66,75,10.29,JP,1595213208
544,Whitefish,48.41,-114.34,77.0,36,75,5.82,US,1595213160
545,Trelew,-43.25,-65.31,42.8,100,90,4.7,AR,1595213098
546,Pavlodar,52.3,76.95,78.8,41,13,6.71,KZ,1595213208
547,Inta,66.03,60.17,61.18,61,0,7.09,RU,1595213208
548,Arvika,59.66,12.59,62.01,100,90,2.24,SE,1595213208
549,Tétouan,35.57,-5.37,73.4,94,75,4.7,MA,1595213208
550,Vysokogornyy,50.12,139.15,70.66,75,100,6.04,RU,1595213208
551,Aden,12.78,45.04,85.41,75,49,12.57,YE,1595212989
552,Angoche,-16.23,39.91,70.05,80,0,9.8,MZ,1595213209
553,Weyburn,49.67,-103.85,66.99,70,8,1.01,CA,1595213209
554,Valparaíso,-33.04,-71.63,57.2,82,90,3.36,CL,1595212985
555,Bacungan,9.91,118.7,88.18,61,71,5.39,PH,1595213209
556,Sistranda,63.73,8.83,53.6,87,75,3.36,NO,1595213209
557,Chicama,-7.84,-79.15,61.3,83,8,5.01,PE,1595213209
558,Eastbourne,50.77,0.28,53.01,97,0,7.67,GB,1595213209
